"YEAR","BALLOT","USETECH","HAPPY","PARTYID","RINCOME","RACE","SEX","DEGREE","EDUC","AGE","MARITAL","HRS2","HRS1","WRKSTAT","ID_","UNHAPPY"
2018,2,20,2,5,0,1,2,1,14,32,1,-1,10,2,363,0
2018,1,30,1,5,12,1,2,3,16,40,4,-1,30,1,364,0
2018,3,60,2,6,12,1,1,2,17,44,3,-1,45,1,365,3
2018,3,-1,2,0,0,2,2,0,6,67,3,-1,-1,7,366,1
2018,1,25,1,0,12,1,2,4,16,70,5,-1,40,1,367,0
2018,3,100,1,2,12,1,2,3,16,27,5,-1,45,1,368,1
2018,2,80,2,2,12,1,2,4,18,30,1,-1,55,1,369,0
2018,1,999,1,4,13,1,1,1,16,61,1,-1,40,1,370,0
2018,1,100,2,5,13,1,1,3,16,30,5,-1,60,1,371,0
2018,3,70,2,0,12,1,1,3,16,38,1,-1,52,1,372,2
2018,1,90,1,0,12,1,2,3,16,27,5,-1,40,1,373,0
2018,2,-1,1,1,0,1,2,2,15,67,1,-1,-1,5,374,0
2018,1,90,2,5,12,1,1,3,16,45,4,-1,40,1,375,0
2018,3,-1,2,2,12,1,2,2,14,68,1,-1,-1,5,376,3
2018,2,0,2,2,5,1,2,1,14,18,5,-1,60,1,377,0
2018,1,-1,2,3,0,1,2,1,14,77,2,-1,-1,5,378,0
2018,1,-1,2,4,0,1,2,3,16,78,2,-1,-1,7,379,0
2018,2,999,2,0,0,1,2,3,16,61,1,-1,99,2,380,0
2018,2,30,2,3,1,1,1,1,12,72,1,-1,20,2,381,0
2018,3,-1,2,5,13,1,2,1,12,89,2,-1,-1,7,382,1
2018,1,-1,1,2,0,1,2,3,19,75,2,-1,-1,5,383,0
2018,3,3.5,3,1,12,3,1,3,15,48,1,-1,15,2,384,4
2018,1,60,2,0,12,1,2,4,16,48,1,-1,50,1,385,0
2018,1,90,2,0,12,1,2,3,16,41,5,-1,30,1,386,0
2018,2,100,2,3,12,1,2,3,16,30,5,-1,35,1,387,3
2018,1,90,2,7,12,1,2,4,20,29,5,-1,40,1,388,0
2018,3,0,2,0,13,2,1,2,14,38,1,-1,40,1,389,3
2018,2,-1,1,3,0,2,2,1,14,76,2,-1,-1,5,390,0
2018,3,0,3,3,0,3,2,1,13,55,3,-1,40,1,391,5
2018,2,90,2,0,0,1,1,4,18,28,5,-1,40,1,392,3
2018,1,-1,2,1,0,2,2,0,9,18,5,-1,-1,7,393,0
2018,3,50,2,2,0,3,2,4,17,24,5,50,-1,3,394,3
2018,1,95,3,1,12,1,1,0,0,34,1,-1,40,1,395,0
2018,3,20,1,6,98,1,2,1,16,77,1,-1,98,2,396,1
2018,2,-1,2,4,0,1,1,1,12,89,5,-1,-1,5,397,3
2018,2,80,3,0,12,1,1,4,19,69,1,-1,30,2,398,0
2018,1,-1,1,2,12,1,1,1,12,70,3,-1,-1,5,399,0
2018,1,-1,1,3,0,1,2,3,16,71,1,-1,-1,5,400,0
2018,2,70,2,3,12,1,1,3,16,34,5,-1,32,1,401,0
2018,2,-1,2,3,0,3,2,1,12,77,5,-1,-1,8,402,1
2018,3,60,2,3,2,1,2,1,12,20,5,-1,38,1,403,1
2018,2,0,2,5,0,1,2,0,3,38,1,-1,8,2,404,1
2018,1,-1,2,4,0,1,2,1,12,29,5,-1,-1,7,405,0
2018,2,-1,2,4,0,1,1,1,15,69,1,-1,-1,5,406,0
2018,1,-1,2,2,0,1,2,1,11,36,5,-1,-1,4,407,0
2018,2,40,1,9,13,3,2,1,14,43,1,40,-1,3,408,2
2018,2,-1,2,3,0,1,2,1,13,64,3,-1,-1,8,409,0
2018,1,10,1,4,12,1,1,1,13,53,1,-1,40,1,410,0
2018,2,-1,1,3,0,1,2,1,15,69,1,-1,-1,5,411,0
2018,1,999,1,1,0,1,2,1,10,39,3,40,-1,3,412,0
2018,1,75,2,3,13,1,1,1,14,57,1,-1,50,1,413,0
2018,2,50,2,6,12,1,2,2,15,63,1,-1,40,1,414,0
2018,2,-1,3,3,0,1,2,0,8,75,5,-1,-1,5,415,1
2018,1,100,1,2,13,1,1,3,16,32,1,-1,45,1,416,0
2018,3,85,2,3,12,1,1,1,13,46,4,-1,70,1,417,1
2018,3,-1,2,3,12,1,1,1,12,41,3,-1,-1,4,418,1
2018,2,95,2,0,12,3,2,2,14,99,1,-1,35,1,419,3
2018,1,75,3,2,12,1,2,3,16,49,3,40,-1,3,420,0
2018,2,-1,2,6,0,1,1,2,13,65,1,-1,-1,5,421,0
2018,3,80,2,1,12,1,2,2,14,59,1,-1,40,1,422,1
2018,2,15,2,4,12,1,1,1,12,47,3,-1,41,1,423,1
2018,3,100,3,1,13,3,2,1,13,27,5,-1,40,1,424,2
2018,2,10,1,3,11,1,2,1,12,57,1,-1,38,1,425,0
2018,3,75,1,4,6,1,2,4,20,74,1,-1,18,2,426,1
2018,2,20,2,5,3,1,2,4,18,51,1,-1,25,2,427,0
2018,1,95,2,1,13,3,1,4,20,44,1,-1,60,1,428,0
2018,2,30,1,0,12,1,2,3,16,46,3,-1,40,1,429,2
2018,1,0,1,1,12,3,2,1,12,42,1,-1,40,1,430,0
2018,3,100,2,0,12,1,2,3,16,65,3,-1,50,1,431,1
2018,3,80,1,5,13,1,1,3,16,36,1,-1,60,1,432,2
2018,2,-1,1,0,0,1,2,4,18,80,2,-1,-1,5,433,1
2018,2,25,2,3,10,3,2,3,16,32,1,-1,40,1,434,3
2018,1,-1,2,0,0,1,1,0,5,89,2,-1,-1,5,435,0
2018,1,-1,1,7,0,3,2,3,16,40,1,-1,-1,7,436,0
2018,1,-1,2,0,0,1,2,0,12,88,2,-1,-1,5,437,0
2018,3,-1,1,6,8,1,2,3,16,59,1,-1,-1,7,438,2
2018,2,60,1,4,13,1,2,4,18,55,1,-1,60,1,439,0
2018,3,100,1,2,11,3,1,4,18,31,1,-1,40,1,441,2
2018,3,90,2,0,12,1,2,3,16,35,1,-1,40,1,442,4
2018,2,-1,3,7,13,3,2,3,17,32,5,-1,-1,6,443,3
2018,1,-1,1,0,0,3,2,1,12,48,1,-1,-1,7,444,0
2018,3,-1,2,3,0,2,2,1,12,24,1,-1,-1,4,445,4
2018,2,80,2,4,12,3,1,1,12,22,5,-1,48,1,446,0
2018,3,0,3,1,12,3,2,1,16,37,5,-1,40,1,447,2
2018,1,50,2,2,12,2,2,3,16,34,5,-1,36,1,448,0
2018,3,-1,2,1,0,1,2,1,12,89,2,-1,-1,5,449,2
2018,2,-1,2,1,0,2,2,0,0,55,5,-1,-1,7,450,0
2018,1,998,2,0,12,2,1,1,12,46,5,-1,40,1,451,0
2018,3,-1,2,1,12,1,2,3,17,29,1,-1,-1,4,452,2
2018,2,-1,1,3,0,3,2,0,12,83,2,-1,-1,5,453,1
2018,3,70,1,0,12,1,2,3,16,33,5,-1,55,1,454,1
2018,1,100,2,0,12,2,2,4,18,46,3,-1,40,1,455,0
2018,1,-1,1,1,0,3,1,1,13,19,5,-1,-1,6,456,0
2018,3,-1,2,2,0,2,1,3,19,65,4,-1,-1,5,457,1
2018,3,-1,1,5,0,3,2,1,16,37,1,-1,-1,6,458,2
2018,1,-1,2,7,0,1,2,1,12,64,1,-1,-1,5,459,0
2018,2,75,2,1,0,1,2,2,14,22,1,-1,40,1,460,3
2018,3,100,2,0,12,1,1,3,16,28,1,-1,50,1,461,1
2018,3,90,1,4,8,3,2,3,17,24,5,-1,50,1,462,2
2018,3,100,2,3,12,1,1,2,15,43,1,-1,40,1,463,2
2018,2,30,2,2,12,1,1,3,16,32,5,-1,37,1,464,0
2018,1,-1,1,2,0,1,2,3,16,76,1,-1,-1,5,465,0
2018,3,30,3,3,7,1,2,1,14,21,5,-1,30,2,466,3
2018,2,80,2,1,12,3,2,2,14,48,1,-1,40,1,467,2
2018,2,-1,2,5,0,1,1,1,15,76,1,-1,-1,5,468,2
2018,1,90,2,4,12,1,2,3,16,55,1,-1,37,1,469,0
2018,2,85,2,7,12,1,2,1,14,70,3,-1,40,1,470,0
2018,1,-1,3,0,0,1,2,4,18,66,3,-1,-1,5,471,0
2018,3,20,2,1,12,3,2,4,19,37,3,-1,40,1,472,2
2018,1,-1,2,0,0,1,2,4,16,70,1,-1,-1,5,473,0
2018,3,70,2,1,12,1,1,4,18,43,1,-1,57,1,474,1
2018,3,-1,2,3,0,3,2,0,9,19,5,-1,-1,6,475,4
2018,2,-1,1,0,0,1,1,1,15,70,1,-1,-1,5,476,2
2018,3,50,2,2,12,1,2,4,18,40,1,-1,42,1,477,2
2018,2,0,3,1,3,3,1,3,20,59,1,-1,35,1,478,0
2018,1,-1,3,6,0,1,2,1,12,70,1,-1,-1,5,479,0
2018,3,10,3,2,11,1,1,1,13,31,5,-1,30,2,480,4
2018,2,25,2,5,12,3,2,4,18,51,5,-1,36,1,481,2
2018,2,50,2,2,10,2,2,1,15,32,1,-1,30,2,482,0
2018,1,-1,1,9,13,1,2,1,12,60,1,-1,-1,4,483,0
2018,3,40,2,4,10,1,1,1,12,27,5,-1,35,1,484,3
2018,1,-1,1,4,0,1,1,3,16,89,2,-1,-1,5,485,0
2018,3,-1,3,0,0,2,2,1,11,50,3,-1,-1,7,486,1
2018,1,30,2,0,12,2,2,3,16,44,5,-1,20,2,487,0
2018,2,-1,2,2,0,1,2,1,12,85,2,-1,-1,5,488,1
2018,2,40,1,2,12,1,1,0,12,33,1,-1,60,1,489,0
2018,3,-1,3,0,0,1,2,1,14,31,5,-1,-1,7,490,1
2018,2,100,1,5,12,1,2,3,16,46,1,-1,50,1,491,3
2018,3,80,1,0,13,1,1,4,16,72,1,-1,70,1,492,1
2018,3,75,2,0,12,1,2,4,20,50,3,-1,15,2,493,2
2018,3,-1,1,6,0,1,1,4,20,66,1,-1,-1,5,494,1
2018,3,0,2,6,12,1,2,3,17,35,5,-1,38,1,495,1
2018,1,1,2,0,0,2,2,0,11,35,5,-1,44,1,496,0
2018,3,40,1,4,0,2,2,1,13,33,5,-1,35,1,497,1
2018,3,-1,2,3,0,1,2,0,6,66,4,-1,-1,5,498,2
2018,2,0,1,3,12,1,1,0,10,53,1,-1,10,1,499,0
2018,1,-1,3,9,0,2,2,3,16,37,1,-1,-1,7,500,0
2018,2,90,2,2,12,1,1,1,12,33,1,-1,44,1,501,0
2018,1,100,1,2,13,2,1,3,16,28,1,-1,40,1,502,0
2018,3,95,1,5,0,1,2,3,16,30,1,40,-1,3,503,1
2018,3,40,1,4,0,1,1,1,11,37,1,-1,40,1,504,1
2018,2,100,2,1,12,3,1,1,16,38,1,-1,40,1,505,0
2018,3,-1,2,6,0,1,1,1,14,84,1,-1,-1,5,506,3
2018,2,100,1,3,12,1,1,4,17,66,1,-1,50,1,507,2
2018,1,80,1,1,12,3,2,3,16,29,1,-1,40,1,508,0
2018,3,100,2,2,12,1,1,4,17,39,1,-1,45,1,509,1
2018,2,100,2,2,12,2,2,3,16,33,1,-1,45,1,510,0
2018,3,100,3,2,12,3,2,4,18,68,2,-1,2,2,511,4
2018,1,90,1,3,13,1,2,3,16,70,1,-1,30,2,512,0
2018,1,-1,2,3,0,1,1,3,16,50,1,-1,-1,4,513,0
2018,1,90,2,3,12,1,1,3,17,54,1,-1,40,1,514,0
2018,1,-1,2,5,0,1,1,3,16,45,1,-1,-1,7,515,0
2018,3,100,2,5,13,1,2,1,14,48,1,-1,65,1,516,2
2018,3,-1,1,5,0,1,1,3,16,73,1,-1,-1,5,517,2
2018,1,-1,1,1,0,1,2,3,18,77,1,-1,-1,5,518,0
2018,3,95,2,1,12,1,2,3,16,59,2,-1,50,1,519,2
2018,2,-1,2,6,12,1,1,1,12,72,1,-1,-1,5,520,3
2018,3,-1,2,5,0,1,1,3,18,68,1,-1,-1,5,521,1
2018,2,80,1,6,10,1,2,1,12,60,1,-1,44,1,522,0
2018,2,60,1,7,12,1,1,1,12,63,1,-1,60,1,523,1
2018,1,18,2,9,9,1,1,1,14,45,5,-1,25,2,524,0
2018,3,100,2,5,13,1,2,1,13,35,1,-1,30,2,525,2
2018,2,-1,2,3,1,1,2,1,12,22,5,-1,-1,4,526,0
2018,1,10,1,3,13,1,2,1,12,36,1,-1,35,1,527,0
2018,2,0,2,5,1,1,2,1,13,76,2,-1,6,2,528,2
2018,1,-1,2,5,0,1,2,1,12,61,1,-1,-1,7,529,0
2018,3,90,2,2,12,1,2,1,12,56,3,-1,45,1,530,3
2018,1,15,2,0,2,2,2,1,12,26,5,-1,48,1,531,0
2018,2,-1,3,0,0,2,1,1,13,59,3,-1,-1,7,532,0
2018,2,15,2,2,12,2,1,1,12,55,5,-1,40,1,533,1
2018,3,50,1,6,12,1,1,4,18,57,1,-1,40,1,534,1
2018,1,-1,1,6,0,1,2,1,14,59,1,-1,-1,5,535,0
2018,3,10,1,7,8,1,2,1,14,33,1,-1,18,2,536,1
2018,2,-1,3,3,0,3,2,0,2,75,2,-1,-1,7,537,3
2018,1,80,2,5,12,1,1,3,18,61,1,-1,44,1,538,0
2018,3,80,2,4,12,1,2,1,13,39,1,-1,60,1,539,3
2018,1,100,2,4,12,1,2,1,12,38,1,-1,40,1,540,0
2018,3,50,3,2,12,1,2,4,17,49,3,-1,55,1,541,4
2018,2,-1,2,4,0,1,1,3,16,71,1,-1,-1,5,542,2
2018,1,50,1,0,12,2,1,3,16,47,5,-1,60,1,543,0
2018,3,50,2,2,12,3,1,1,13,52,1,-1,50,1,544,2
2018,2,50,2,3,12,1,2,2,17,35,3,-1,30,2,545,0
2018,3,-1,2,6,0,1,2,1,12,54,1,-1,-1,7,546,2
2018,1,-1,1,5,0,1,2,1,12,39,1,-1,-1,8,547,0
2018,1,-1,2,1,0,2,1,0,11,70,5,-1,-1,5,548,0
2018,1,-1,2,0,0,2,2,0,12,78,2,-1,-1,7,549,0
2018,1,-1,1,2,0,1,2,4,20,74,3,-1,-1,5,550,0
2018,1,75,1,3,11,1,1,3,16,65,1,-1,5,2,551,0
2018,2,80,2,1,13,1,1,1,13,61,3,-1,30,1,552,0
2018,1,90,2,5,12,1,2,3,16,53,1,-1,55,1,553,0
2018,3,10,3,1,6,3,2,1,12,21,5,-1,20,2,554,1
2018,2,50,1,7,0,1,2,3,17,41,1,-1,36,1,555,0
2018,1,90,1,6,9,1,2,2,14,62,1,-1,25,2,556,0
2018,2,-1,1,5,0,1,1,3,16,71,1,-1,-1,5,557,1
2018,3,-1,2,1,0,1,1,3,16,89,2,-1,-1,5,558,2
2018,2,75,2,1,12,1,1,3,17,66,1,-1,50,1,559,2
2018,3,100,2,0,12,1,1,4,16,28,5,-1,89,1,560,3
2018,2,-1,2,0,0,1,2,4,17,85,2,-1,-1,5,561,0
2018,2,0,1,0,3,1,1,1,12,70,1,-1,25,2,562,0
2018,1,50,2,7,12,3,2,3,16,29,5,-1,45,1,563,0
2018,1,100,1,9,12,3,1,3,16,39,1,-1,40,1,564,0
2018,3,100,2,1,11,1,1,1,16,28,5,-1,40,1,565,2
2018,3,-1,2,0,0,1,2,3,16,74,2,-1,-1,7,566,2
2018,2,100,2,1,12,1,2,3,16,53,1,-1,40,1,567,0
2018,1,-1,1,0,0,1,1,4,20,66,3,-1,-1,5,568,0
2018,2,80,1,2,12,1,1,3,16,67,1,-1,50,1,569,2
2018,2,90,2,3,13,3,2,3,16,99,1,-1,45,1,570,0
2018,2,90,3,0,0,1,2,4,20,28,5,-1,40,1,571,0
2018,3,95,2,5,12,1,2,3,16,23,5,-1,55,1,572,3
2018,2,50,3,0,12,1,1,4,20,37,1,-1,60,1,573,3
2018,3,90,2,1,12,2,1,1,12,27,5,-1,60,1,574,2
2018,3,-1,3,1,2,2,2,2,14,32,5,-1,-1,7,575,4
2018,1,50,2,1,3,2,2,1,12,40,3,-1,20,2,576,0
2018,3,-1,1,1,0,1,2,3,16,22,5,-1,-1,6,577,1
2018,3,100,2,0,10,2,1,1,14,38,4,-1,40,1,578,2
2018,2,100,1,0,12,2,2,1,15,45,5,40,-1,3,579,0
2018,1,-1,3,4,0,1,1,1,12,63,3,-1,-1,5,580,0
2018,2,100,3,1,12,1,2,4,20,30,5,-1,37,1,581,3
2018,1,100,2,3,0,1,1,1,12,25,5,-1,20,2,582,0
2018,3,70,2,2,12,3,2,1,12,44,3,-1,40,1,583,3
2018,2,0,2,4,11,1,1,1,12,56,5,-1,45,1,584,0
2018,3,0,2,3,7,1,2,1,12,45,1,-1,17,2,585,1
2018,2,0,2,3,9,3,2,0,7,27,5,-1,30,1,586,1
2018,2,0,1,1,12,3,1,3,17,53,1,-1,40,1,587,2
2018,2,100,1,0,12,2,2,2,15,66,2,-1,32,1,588,0
2018,1,100,2,1,12,2,2,3,18,48,3,-1,40,1,589,0
2018,2,100,1,0,12,2,2,1,14,50,1,-1,40,1,590,1
2018,2,100,2,3,0,3,2,0,11,18,5,-1,20,2,591,0
2018,3,50,2,2,11,2,1,3,16,51,5,-1,25,2,592,1
2018,2,12,1,0,12,2,2,1,13,63,3,-1,36,1,593,1
2018,3,0,2,1,4,2,2,1,12,57,1,-1,22,2,594,2
2018,2,-1,3,0,0,2,1,3,16,68,2,-1,-1,5,595,0
2018,2,90,1,6,0,1,1,1,14,64,1,-1,40,1,596,1
2018,1,0,2,4,12,3,1,1,12,26,5,-1,50,1,597,0
2018,3,-1,1,3,12,1,2,2,16,58,1,-1,-1,7,598,1
2018,2,60,2,0,12,2,2,4,19,53,1,-1,60,1,599,0
2018,2,30,1,3,5,3,1,1,12,28,5,-1,38,1,600,2
2018,1,-1,2,1,0,1,2,0,11,30,1,-1,-1,7,601,0
2018,2,-1,1,6,0,1,1,2,14,53,1,-1,-1,5,602,0
2018,2,75,2,6,12,1,1,1,13,56,1,-1,50,1,603,2
2018,1,-1,2,3,1,1,1,1,12,20,5,-1,-1,6,604,0
2018,2,-1,1,1,13,1,2,3,16,64,5,-1,-1,4,605,0
2018,1,-1,2,3,3,3,1,1,12,40,5,-1,-1,7,606,0
2018,2,-1,1,3,0,3,2,1,9,64,1,-1,-1,7,607,0
2018,1,20,1,1,10,1,2,1,14,39,1,-1,30,1,608,0
2018,3,-1,2,6,0,1,2,0,9,42,1,-1,-1,7,609,1
2018,1,50,2,4,4,3,1,0,11,22,5,-1,45,1,610,0
2018,1,0,3,6,0,3,1,0,5,51,1,-1,30,1,611,0
2018,3,0,3,3,0,3,2,0,9,40,3,-1,32,1,612,1
2018,1,50,2,3,12,3,1,0,10,40,3,-1,70,1,613,0
2018,2,-1,1,3,0,1,2,1,15,24,1,-1,-1,7,614,0
2018,2,-1,2,3,0,1,2,0,9,27,5,-1,-1,7,615,0
2018,3,-1,2,1,0,3,2,0,7,34,1,-1,-1,7,616,3
2018,3,-1,2,3,0,3,2,1,14,24,5,-1,-1,7,617,2
2018,2,-1,1,4,0,3,2,1,12,34,1,-1,-1,7,618,0
2018,3,-1,2,2,0,3,2,3,16,44,1,-1,-1,4,619,3
2018,2,-1,2,6,0,1,2,1,12,80,2,-1,-1,7,620,2
2018,2,-1,2,5,0,1,2,3,16,61,1,-1,-1,7,621,0
2018,1,100,2,2,10,2,2,1,12,39,3,-1,13,2,622,0
2018,2,60,1,2,12,1,2,4,20,41,5,-1,60,1,623,1
2018,1,90,1,2,12,3,1,1,14,34,1,-1,53,1,624,0
2018,1,-1,2,4,0,1,2,4,19,70,1,-1,-1,5,625,0
2018,3,80,2,2,12,1,2,1,15,49,4,-1,72,1,626,1
2018,2,-1,2,5,13,3,2,4,19,59,1,-1,-1,6,627,0
2018,3,90,3,2,12,2,2,4,20,31,5,-1,50,1,628,1
2018,1,-1,2,6,0,1,1,3,16,77,4,-1,-1,5,629,0
2018,1,100,2,3,98,1,2,3,17,40,3,-1,30,2,630,0
2018,3,20,1,9,98,2,2,4,16,53,1,-1,25,2,631,9
2018,2,-1,2,1,10,2,2,1,12,29,5,-1,-1,4,632,2
2018,3,0,2,0,12,2,2,1,15,39,5,-1,40,1,633,2
2018,1,20,2,0,12,2,1,4,18,62,3,-1,40,1,635,0
2018,3,0,2,2,9,2,2,1,12,48,4,-1,32,2,636,2
2018,2,90,2,2,12,3,2,1,12,28,1,-1,40,1,637,1
2018,1,-1,1,2,9,2,1,1,12,47,1,-1,-1,4,638,0
2018,2,75,1,0,12,2,2,1,13,42,5,-1,36,1,639,0
2018,2,100,2,5,3,1,2,1,12,38,1,-1,15,2,640,1
2018,1,20,1,7,12,1,1,3,16,53,1,40,-1,3,641,0
2018,3,100,1,2,12,2,1,1,14,40,3,-1,50,1,642,2
2018,2,100,1,6,12,1,1,2,15,57,1,-1,75,1,643,1
2018,1,70,1,3,8,1,1,1,11,51,1,-1,40,1,644,0
2018,3,-1,2,3,0,1,2,2,14,60,4,-1,-1,5,645,3
2018,2,100,2,5,12,1,2,4,18,55,3,-1,40,1,646,0
2018,1,25,1,6,13,1,2,1,14,40,1,-1,52,1,647,0
2018,2,50,2,3,0,1,1,0,11,25,1,-1,35,1,648,1
2018,2,-1,1,2,9,3,2,0,6,19,5,-1,-1,7,649,0
2018,1,-1,3,2,11,3,1,0,3,46,5,-1,-1,4,650,0
2018,2,-1,2,5,0,2,2,0,9,60,3,-1,-1,8,651,4
2018,1,90,2,3,4,3,2,1,12,22,5,-1,30,2,652,0
2018,1,25,1,1,12,2,2,4,19,29,5,-1,38,1,653,0
2018,3,30,3,2,12,2,1,3,16,28,5,-1,25,2,654,3
2018,2,100,2,0,9,2,2,1,12,36,5,-1,45,1,655,0
2018,3,-1,1,3,12,1,2,3,16,29,1,-1,-1,7,656,2
2018,2,100,2,1,12,2,1,1,12,40,1,-1,52,1,657,1
2018,3,100,1,3,12,1,1,1,14,47,1,-1,40,1,658,1
2018,2,999,2,3,12,2,2,1,13,99,5,-1,99,1,659,0
2018,1,10,2,0,12,2,1,1,14,51,3,-1,30,1,660,0
2018,3,-1,3,2,0,1,1,1,13,63,5,-1,-1,4,661,2
2018,1,100,2,2,0,2,1,1,13,33,5,-1,60,1,662,0
2018,3,999,2,3,12,2,2,1,12,47,1,-1,40,1,663,4
2018,1,100,2,4,11,3,2,1,15,26,1,-1,28,2,664,0
2018,1,40,1,0,12,2,1,3,16,68,1,-1,20,1,665,0
2018,3,100,2,5,0,2,2,3,16,36,1,-1,40,1,666,2
2018,2,3,2,4,12,1,1,2,14,34,5,-1,89,1,667,2
2018,3,80,2,1,7,2,2,3,17,30,5,-1,40,1,668,2
2018,2,-1,2,0,0,1,2,1,13,71,1,-1,-1,5,669,0
2018,3,100,2,6,0,1,2,1,12,28,5,-1,55,2,670,2
2018,2,2,1,0,9,2,1,3,16,65,1,-1,16,2,671,1
2018,3,10,1,7,13,1,1,1,12,49,1,-1,20,1,672,1
2018,2,5,2,3,98,1,1,1,12,32,3,-1,20,2,673,0
2018,1,-1,2,1,4,1,2,1,15,21,5,-1,-1,4,674,0
2018,1,50,1,6,9,1,2,2,14,38,1,-1,27,2,675,0
2018,3,100,2,7,11,1,1,1,14,22,5,-1,40,1,676,4
2018,1,75,2,1,12,2,1,1,14,50,3,-1,48,1,677,0
2018,2,-1,1,0,0,2,1,1,13,86,1,-1,-1,5,678,0
2018,2,55,3,9,11,3,2,1,12,59,1,-1,40,1,679,1
2018,1,-1,3,3,0,2,2,2,15,28,3,-1,-1,6,680,0
2018,3,30,2,0,12,2,1,1,15,54,1,-1,40,1,681,1
2018,2,0,1,0,12,2,2,3,15,71,1,10,-1,3,682,0
2018,1,75,2,4,12,2,2,2,16,58,1,-1,37,1,683,0
2018,2,-1,2,3,0,1,2,0,3,88,2,-1,-1,8,684,2
2018,3,25,2,4,12,1,1,1,12,34,1,-1,40,1,685,1
2018,3,-1,2,3,10,1,2,1,12,52,5,-1,-1,4,686,4
2018,1,-1,3,3,0,1,2,0,12,71,1,-1,-1,5,687,0
2018,1,90,2,2,9,3,2,1,11,21,1,-1,20,2,688,0
2018,3,50,1,3,0,2,1,1,12,23,5,-1,32,1,689,1
2018,1,-1,1,0,0,2,1,1,12,82,2,-1,-1,5,690,0
2018,3,100,2,1,12,2,1,1,12,34,1,-1,30,2,691,2
2018,2,90,3,1,10,2,2,1,14,32,3,-1,37,1,692,0
2018,1,100,2,1,12,2,2,4,15,43,3,-1,30,2,693,0
2018,1,-1,2,0,0,2,2,1,12,75,2,-1,-1,7,694,0
2018,2,5,1,4,12,1,1,1,12,46,1,-1,50,1,695,0
2018,1,100,3,3,12,3,1,1,12,33,5,-1,60,1,696,0
2018,2,-1,3,4,0,3,2,0,4,79,3,-1,-1,5,697,1
2018,3,0,2,3,98,1,2,1,12,50,3,40,-1,3,698,5
2018,3,100,1,3,0,1,2,3,16,40,3,-1,20,2,699,1
2018,3,-1,3,0,0,2,2,0,4,89,2,-1,-1,5,700,3
2018,2,1,1,3,12,3,1,1,13,65,1,-1,40,1,701,0
2018,3,-1,2,0,0,2,2,1,13,69,3,-1,-1,5,702,1
2018,2,-1,1,0,0,2,1,1,12,73,3,-1,-1,5,703,1
2018,1,0,2,1,9,1,2,0,9,53,5,-1,30,2,704,0
2018,3,-1,2,5,0,1,2,2,14,46,1,-1,-1,7,705,2
2018,1,90,3,2,12,1,2,1,12,56,3,-1,50,1,706,0
2018,2,70,1,6,12,1,1,1,12,71,1,-1,40,1,707,1
2018,1,30,1,3,12,1,1,1,12,33,5,-1,40,1,708,0
2018,2,-1,3,0,0,1,2,1,15,68,3,-1,-1,5,709,2
2018,1,-1,2,7,0,1,2,1,12,89,2,-1,-1,5,710,0
2018,1,0,3,3,0,1,1,0,9,19,5,-1,22,2,711,0
2018,3,-1,3,2,4,2,1,3,16,26,5,-1,-1,7,712,3
2018,1,20,1,5,12,1,2,4,18,28,3,-1,44,1,713,0
2018,3,-1,3,0,0,1,1,1,12,70,3,-1,-1,5,714,4
2018,3,70,3,0,11,2,2,0,11,38,1,-1,35,1,715,3
2018,3,80,1,5,12,1,1,4,18,39,1,-1,40,1,716,1
2018,3,-1,2,1,0,3,1,1,13,19,5,-1,-1,7,717,1
2018,2,80,2,3,12,1,1,4,18,45,1,40,-1,3,718,1
2018,1,80,1,0,12,1,2,4,18,47,1,-1,50,1,719,0
2018,1,60,1,1,12,1,1,4,18,46,1,-1,40,1,720,0
2018,3,999,2,5,2,1,2,0,11,19,5,-1,99,2,721,2
2018,2,100,2,1,12,2,2,3,16,48,3,-1,45,1,722,2
2018,3,-1,1,2,0,1,2,1,15,38,1,-1,-1,7,723,1
2018,3,-1,2,7,13,2,1,3,16,24,5,-1,-1,4,724,2
2018,1,-1,2,0,0,2,2,1,12,54,5,-1,-1,7,725,0
2018,2,0,1,0,11,2,1,2,15,50,2,-1,36,1,726,0
2018,2,10,2,1,12,2,1,1,13,48,3,-1,53,1,727,1
2018,1,25,2,1,5,2,1,1,14,25,5,-1,20,2,728,0
2018,3,50,1,2,12,2,1,1,12,59,3,-1,40,1,729,1
2018,2,50,2,3,0,2,1,1,12,25,5,-1,40,1,730,3
2018,1,70,1,1,12,2,2,2,14,28,1,-1,47,1,731,0
2018,3,60,3,0,9,2,2,1,13,40,5,-1,40,1,732,1
2018,2,-1,1,0,0,1,2,4,18,73,1,-1,-1,5,733,0
2018,1,5,2,4,12,1,1,0,10,50,1,-1,57,1,734,0
2018,1,90,1,1,7,1,2,1,16,20,5,-1,42,1,735,0
2018,3,30,1,2,12,1,1,1,14,43,1,-1,60,1,736,3
2018,3,-1,2,6,0,1,2,3,16,68,1,-1,-1,5,737,2
2018,3,50,1,5,2,1,1,1,12,18,5,-1,35,2,738,1
2018,3,100,1,0,0,2,2,1,14,54,1,-1,40,1,739,2
2018,2,10,2,3,11,1,2,4,17,71,3,-1,20,2,740,0
2018,3,100,1,2,12,1,2,1,12,28,1,-1,40,1,741,3
2018,3,3,3,0,12,2,1,3,16,46,5,-1,40,1,742,2
