"YEAR","BALLOT","USETECH","HAPPY","PARTYID","RINCOME","RACE","SEX","DEGREE","EDUC","AGE","MARITAL","HRS2","HRS1","WRKSTAT","ID_","UNHAPPY"
2018,2,0,2,3,11,1,1,0,10,47,1,-1,42,1,743,0
2018,1,90,3,4,12,1,2,1,12,65,2,-1,37,1,744,0
2018,3,5,2,5,0,1,1,1,12,18,5,-1,33,1,745,2
2018,1,100,2,0,12,2,2,1,14,57,1,-1,50,1,746,0
2018,2,80,2,0,5,1,2,3,16,65,2,-1,14,2,747,3
2018,3,80,2,1,10,2,2,1,12,25,5,-1,20,2,748,1
2018,3,100,2,0,12,2,1,1,12,30,5,-1,60,1,749,1
2018,1,100,1,0,0,2,2,1,13,37,5,40,-1,3,750,0
2018,3,-1,2,2,0,1,2,1,12,68,1,-1,-1,5,751,2
2018,2,100,2,0,12,1,1,1,15,47,3,-1,48,1,752,2
2018,2,-1,2,2,0,1,1,0,10,61,5,-1,-1,7,753,0
2018,3,25,3,1,11,3,1,1,12,23,5,-1,40,1,754,4
2018,1,0,1,7,12,1,1,1,18,27,5,-1,40,1,755,0
2018,3,40,3,3,0,1,1,1,11,19,5,-1,54,1,756,2
2018,1,75,1,0,12,1,1,3,20,54,1,-1,45,1,757,0
2018,3,-1,1,0,5,1,2,2,16,34,1,-1,-1,6,758,1
2018,1,-1,1,0,0,1,2,4,18,89,2,-1,-1,5,759,0
2018,1,-1,1,1,12,3,1,1,14,34,1,-1,-1,4,760,0
2018,2,-1,1,6,0,1,1,3,16,64,1,-1,-1,5,761,1
2018,1,85,1,2,12,1,2,3,16,36,1,-1,40,1,762,0
2018,2,-1,1,3,12,1,2,3,16,42,3,-1,-1,7,763,0
2018,3,100,2,3,3,3,2,2,16,44,1,-1,40,2,764,2
2018,1,15,1,6,13,1,1,1,15,44,2,-1,40,1,765,0
2018,3,80,2,2,12,1,1,3,18,43,5,-1,45,1,766,2
2018,1,-1,2,2,0,1,2,3,17,77,2,-1,-1,5,767,0
2018,1,50,2,9,0,1,1,1,9,43,3,-1,40,1,768,0
2018,3,10,2,4,12,1,1,1,12,36,3,-1,16,2,769,2
2018,3,100,2,0,9,1,1,3,16,30,5,-1,24,2,770,2
2018,2,30,1,2,12,1,1,3,19,58,3,40,-1,3,771,0
2018,1,-1,2,5,0,1,2,3,16,89,3,-1,-1,5,772,0
2018,1,-1,3,3,0,1,1,1,12,62,5,-1,-1,8,773,0
2018,1,0,1,3,0,1,2,1,14,76,2,-1,27,2,774,0
2018,3,100,2,0,12,1,2,2,14,51,1,40,-1,3,775,2
2018,3,100,2,1,10,1,2,2,14,27,5,-1,68,1,776,2
2018,1,-1,1,3,0,1,1,1,14,73,1,-1,-1,5,777,0
2018,3,100,2,4,12,1,1,0,8,28,5,-1,50,1,778,1
2018,3,80,2,1,12,1,1,3,16,34,1,-1,40,1,779,3
2018,2,-1,2,5,0,1,2,1,12,40,5,-1,-1,7,780,0
2018,3,50,1,1,12,1,2,3,16,35,1,-1,40,1,781,1
2018,2,100,1,5,0,1,1,1,14,70,2,-1,50,1,782,1
2018,3,-1,1,5,0,1,2,1,13,82,2,-1,-1,5,783,1
2018,1,40,2,0,10,1,2,2,17,52,3,-1,32,2,784,0
2018,2,50,2,2,12,1,1,1,12,56,3,-1,48,1,785,2
2018,1,10,1,6,12,1,2,1,15,46,1,40,-1,3,786,0
2018,3,50,1,6,9,1,2,1,12,33,1,-1,11,2,787,1
2018,1,100,2,5,9,3,2,0,8,23,5,-1,24,2,788,0
2018,1,10,2,3,12,1,1,1,12,48,1,-1,42,1,789,0
2018,3,60,2,2,12,1,1,2,14,55,3,-1,42,1,790,3
2018,1,-1,2,1,0,1,2,1,12,56,3,-1,-1,7,791,0
2018,3,-1,1,5,0,1,2,3,16,74,1,-1,-1,5,792,3
2018,1,75,2,5,12,1,2,1,12,28,5,-1,38,1,793,0
2018,3,75,2,3,11,2,2,1,98,24,1,-1,32,1,794,2
2018,2,-1,3,2,0,2,1,3,20,62,1,-1,-1,5,795,5
2018,3,100,3,0,0,2,2,2,15,74,2,-1,15,2,796,3
2018,2,20,2,5,11,3,2,1,12,24,5,-1,37,1,797,0
2018,1,15,2,0,9,2,2,1,15,29,1,-1,89,1,798,0
2018,2,60,1,1,12,1,2,1,14,59,2,-1,70,1,799,3
2018,1,-1,2,0,0,1,1,2,15,73,5,-1,-1,5,800,0
2018,3,50,1,1,11,3,1,0,3,65,1,30,-1,3,801,1
2018,2,10,1,4,11,1,2,1,12,19,1,-1,38,1,802,0
2018,1,0,1,3,5,3,2,1,12,22,5,-1,20,2,803,0
2018,2,100,2,4,9,1,1,3,16,40,1,-1,15,2,804,2
2018,1,0,2,1,11,3,1,0,7,48,1,-1,70,1,805,0
2018,2,-1,3,1,0,2,1,1,12,61,1,-1,-1,5,806,2
2018,1,50,1,2,12,1,2,4,16,49,1,-1,52,1,807,0
2018,3,95,2,2,12,3,1,1,12,39,1,-1,40,1,808,2
2018,3,90,3,2,12,3,2,2,16,45,4,-1,40,1,809,3
2018,2,-1,2,7,0,1,1,1,13,60,5,-1,-1,5,810,1
2018,3,95,1,2,12,1,1,3,16,32,5,-1,40,1,811,2
2018,3,80,3,2,12,1,1,3,18,39,5,-1,32,2,812,5
2018,2,100,2,2,0,2,2,3,16,52,1,-1,40,1,813,0
2018,2,100,1,2,10,3,2,1,15,44,1,-1,32,2,814,0
2018,2,20,1,0,7,2,2,1,12,59,3,-1,20,2,815,0
2018,3,20,3,0,11,1,2,1,12,46,3,-1,28,2,816,1
2018,1,-1,2,6,0,1,1,1,12,63,5,-1,-1,4,817,0
2018,3,-1,2,3,98,2,1,1,12,26,5,-1,-1,4,818,4
2018,2,-1,3,3,0,3,1,1,12,31,5,-1,-1,4,819,0
2018,3,-1,2,2,6,2,1,1,12,19,5,-1,-1,4,820,1
2018,2,70,1,3,9,1,2,4,18,40,5,-1,45,2,821,2
2018,3,-1,1,0,0,2,1,1,16,64,1,-1,-1,5,822,1
2018,3,-1,2,4,7,1,1,1,15,25,5,-1,-1,6,823,2
2018,2,-1,2,3,0,1,1,1,12,56,1,-1,-1,5,824,3
2018,3,-1,2,3,0,1,2,2,14,41,1,-1,-1,7,825,3
2018,2,10,1,4,12,2,2,3,16,54,3,-1,48,1,826,0
2018,1,30,2,5,0,1,1,1,12,40,4,-1,40,1,827,0
2018,1,90,3,5,12,1,1,3,16,64,1,-1,40,1,828,0
2018,3,80,1,4,12,1,2,3,16,56,3,-1,32,1,829,1
2018,2,-1,2,9,0,1,2,1,12,71,2,-1,-1,5,830,1
2018,3,100,1,1,12,1,1,3,16,50,1,-1,40,1,831,2
2018,3,-1,2,9,0,1,1,1,13,69,3,-1,-1,5,832,3
2018,2,100,2,4,3,1,1,1,12,49,5,-1,36,1,833,0
2018,2,20,2,6,13,1,1,1,12,61,1,-1,60,1,834,3
2018,3,-1,3,4,12,1,2,2,19,38,3,-1,-1,4,835,3
2018,2,95,1,1,13,1,1,3,16,74,1,-1,60,1,836,1
2018,2,-1,2,7,0,1,2,1,12,40,1,-1,-1,7,837,0
2018,1,-1,2,3,98,3,1,1,12,34,1,-1,-1,7,838,0
2018,2,50,2,3,12,3,1,2,14,41,3,-1,40,1,839,0
2018,2,0,2,6,12,1,1,0,10,78,1,-1,30,1,840,1
2018,1,0,1,3,5,3,2,0,9,47,1,-1,20,2,841,0
2018,3,80,3,0,9,1,2,1,14,50,5,-1,30,2,842,1
2018,2,100,2,2,11,1,2,1,12,41,4,-1,40,1,843,0
2018,1,-1,2,0,0,1,2,2,15,63,3,-1,-1,4,844,0
2018,3,1,1,6,12,1,1,1,14,56,1,-1,40,1,845,1
2018,1,-1,1,5,0,1,2,1,12,18,5,-1,-1,7,846,0
2018,3,5,1,3,12,3,1,1,12,25,1,-1,84,1,847,2
2018,2,100,1,1,12,1,2,2,14,55,1,-1,40,1,848,0
2018,1,80,2,1,9,1,1,1,14,58,3,-1,28,2,849,0
2018,3,100,2,1,12,1,2,2,14,39,1,-1,30,2,850,2
2018,2,-1,1,4,0,3,2,3,16,42,1,-1,-1,7,851,1
2018,3,-1,1,3,12,3,1,1,12,25,5,-1,-1,6,852,3
2018,2,-1,2,2,0,1,2,0,6,76,1,-1,-1,5,853,0
2018,1,50,1,3,12,3,2,3,17,53,3,-1,40,1,854,0
2018,1,75,3,0,12,1,1,1,14,57,5,-1,50,1,855,0
2018,3,75,1,5,12,1,2,2,14,53,1,-1,54,1,856,2
2018,1,-1,3,4,0,1,1,1,16,63,1,-1,-1,5,857,0
2018,3,-1,2,4,0,1,2,3,16,62,1,-1,-1,7,858,1
2018,2,50,1,0,12,2,2,3,17,56,1,-1,1,1,859,1
2018,3,-1,3,1,0,2,1,1,12,70,3,-1,-1,5,860,2
2018,2,50,2,3,12,2,1,3,16,35,5,-1,60,1,861,1
2018,1,3.5,2,3,1,1,2,3,16,64,1,-1,40,1,862,0
2018,3,0,2,7,0,1,1,1,13,32,1,-1,70,1,863,1
2018,3,-1,1,6,10,1,2,3,16,27,5,-1,-1,4,864,1
2018,2,10,1,6,12,2,1,1,12,67,1,-1,28,2,865,1
2018,1,-1,2,4,2,1,2,1,12,27,1,-1,-1,7,866,0
2018,3,1,3,7,2,1,1,1,15,31,5,-1,32,2,867,2
2018,3,-1,1,6,0,1,2,1,13,79,1,-1,-1,5,868,2
2018,2,50,1,7,12,1,2,1,20,41,3,-1,50,1,869,0
2018,1,-1,2,1,9,1,2,1,15,29,1,-1,-1,7,870,0
2018,3,0,1,3,0,2,2,0,8,42,5,-1,8,1,871,2
2018,2,-1,2,2,0,1,2,1,12,89,2,-1,-1,7,872,2
2018,1,25,1,6,9,1,2,3,16,52,1,-1,28,2,873,0
2018,1,-1,1,2,0,1,1,3,16,78,1,-1,-1,5,874,0
2018,3,-1,1,6,10,1,1,1,12,77,1,-1,-1,5,875,2
2018,2,100,1,0,12,1,2,3,16,42,3,-1,50,1,876,0
2018,1,100,2,6,12,1,1,3,16,45,1,-1,40,1,877,0
2018,2,30,1,3,13,1,2,4,16,64,1,-1,15,2,878,0
2018,2,-1,1,7,0,1,2,1,12,83,3,-1,-1,5,879,1
2018,1,80,1,0,12,1,2,4,17,49,1,-1,55,1,880,0
2018,2,-1,2,5,12,1,2,3,17,31,1,-1,-1,7,881,1
2018,2,90,2,5,11,1,2,3,16,42,1,-1,16,2,882,0
2018,1,100,3,3,0,1,2,1,14,25,5,-1,35,1,883,0
2018,2,20,2,5,12,1,1,3,16,47,1,-1,40,1,884,0
2018,1,90,2,4,12,1,2,2,16,48,1,-1,24,2,885,0
2018,3,60,2,5,11,1,2,1,12,53,2,40,-1,3,886,5
2018,2,1,2,1,12,1,1,3,18,57,3,-1,40,1,887,2
2018,1,-1,2,3,0,1,2,1,12,84,2,-1,-1,7,888,0
2018,3,-1,2,1,0,1,2,1,14,83,2,-1,-1,5,889,2
2018,2,100,2,2,11,1,2,3,16,68,2,-1,40,1,890,3
2018,3,-1,3,5,0,1,1,1,12,64,5,-1,-1,5,891,2
2018,1,60,2,0,12,1,2,3,16,63,3,-1,35,1,892,0
2018,3,-1,3,1,0,1,2,1,12,70,2,-1,-1,5,893,2
2018,3,80,3,2,0,2,1,1,15,21,5,-1,16,2,894,2
2018,2,75,1,3,10,2,1,1,12,29,5,-1,16,2,895,2
2018,1,10,2,2,12,2,1,0,13,56,3,-1,61,1,896,0
2018,1,-1,2,1,12,2,1,1,16,27,5,-1,-1,6,897,0
2018,3,-1,1,2,0,1,2,0,12,53,1,-1,-1,7,898,1
2018,2,-1,3,3,0,1,1,1,12,68,1,-1,-1,8,899,5
2018,1,75,2,2,12,1,1,1,12,44,3,-1,56,1,900,0
2018,3,-1,1,0,0,1,2,0,11,68,1,-1,-1,5,901,1
2018,2,50,2,1,12,1,1,1,12,39,5,-1,43,1,902,2
2018,3,80,3,5,12,1,1,1,12,57,3,-1,43,1,903,5
2018,2,0,2,3,12,2,1,1,12,25,5,-1,62,1,904,1
2018,1,-1,1,3,3,2,2,1,13,42,5,-1,-1,8,905,0
2018,3,-1,3,3,0,2,1,1,13,25,5,-1,-1,7,906,4
2018,2,50,2,3,2,2,2,1,12,19,5,-1,40,1,907,0
2018,1,-1,2,9,0,2,2,1,12,66,5,-1,-1,7,908,0
2018,1,999,1,3,0,2,1,2,14,74,4,-1,99,2,909,0
2018,3,-1,3,7,0,3,2,4,20,69,3,-1,-1,8,910,4
2018,2,-1,3,2,1,2,2,1,12,26,5,-1,-1,4,911,0
2018,1,-1,2,1,11,2,1,1,14,69,2,-1,-1,5,912,0
2018,2,100,2,1,12,1,2,1,15,27,1,-1,40,1,913,0
2018,2,0,2,3,12,1,1,1,14,53,5,40,-1,3,914,2
2018,2,80,2,3,12,1,1,1,10,35,3,-1,40,1,915,5
2018,1,100,2,1,12,1,2,1,14,32,1,-1,45,1,916,0
2018,3,100,3,7,0,1,2,1,11,19,5,-1,28,2,917,5
2018,2,50,2,5,12,1,1,1,14,56,1,-1,60,1,918,0
2018,3,-1,2,3,0,1,1,2,14,69,3,-1,-1,5,919,3
2018,2,-1,3,2,0,1,2,1,12,66,1,-1,-1,5,920,4
2018,3,-1,1,7,0,1,2,3,20,69,2,-1,-1,8,921,1
2018,1,10,2,3,12,1,1,1,12,43,5,-1,60,1,922,0
2018,2,0,1,6,12,1,2,1,12,43,3,-1,85,1,923,2
2018,1,70,2,5,13,1,2,3,16,44,1,-1,50,1,924,0
2018,1,100,2,0,12,1,1,3,16,58,2,-1,40,1,925,0
2018,2,25,2,7,13,1,1,1,12,38,1,-1,40,1,926,2
2018,1,90,3,4,0,1,2,3,17,49,1,-1,60,1,927,0
2018,2,10,2,5,12,1,1,1,12,51,1,-1,62,1,928,0
2018,3,10,1,6,12,1,2,4,20,59,1,-1,50,1,929,1
2018,1,-1,2,1,0,1,1,2,14,68,3,-1,-1,5,930,0
2018,2,-1,2,5,0,1,1,4,18,73,1,-1,-1,5,931,1
2018,3,-1,1,5,0,1,1,4,18,67,1,-1,-1,5,932,1
2018,1,-1,3,5,0,1,1,4,19,70,1,-1,-1,5,933,0
2018,3,80,1,6,12,1,2,3,16,61,1,-1,40,1,934,2
2018,2,100,2,4,12,1,2,2,14,50,1,-1,36,1,935,0
2018,3,-1,2,0,0,1,1,3,16,67,1,-1,-1,5,936,1
2018,1,100,1,7,12,1,1,4,17,39,1,-1,40,1,937,0
2018,3,100,1,4,12,1,2,4,18,48,1,-1,35,2,938,2
2018,1,90,1,6,2,1,2,1,13,19,5,-1,20,2,939,0
2018,2,-1,2,2,0,1,1,1,12,58,1,-1,-1,8,940,0
2018,2,95,2,2,12,2,2,2,14,54,4,-1,44,1,941,3
2018,3,-1,3,2,0,1,1,0,11,20,5,-1,-1,6,942,4
2018,2,-1,1,0,0,1,2,1,15,89,2,-1,-1,5,943,0
2018,1,-1,1,7,13,1,2,0,11,44,1,-1,-1,7,944,0
2018,3,100,2,3,12,2,1,1,12,59,1,-1,32,1,945,2
2018,2,-1,1,2,0,3,2,3,17,47,1,-1,-1,7,946,2
2018,1,-1,2,5,0,1,2,4,18,46,1,-1,-1,7,947,0
2018,3,30,2,3,11,3,1,1,15,55,1,-1,40,1,948,2
2018,2,10,2,6,13,2,1,1,12,65,1,-1,40,1,949,0
2018,1,30,2,3,98,1,2,2,14,23,5,-1,40,1,950,0
2018,2,-1,1,1,0,1,2,0,9,28,1,-1,-1,7,951,0
2018,1,10,2,4,13,1,2,3,17,76,2,-1,20,2,952,0
2018,3,50,2,0,12,1,1,3,14,45,4,-1,55,1,953,3
2018,3,0,3,3,0,1,2,0,9,40,5,-1,20,2,954,2
2018,1,-1,2,6,0,1,2,1,12,77,3,-1,-1,5,955,0
2018,3,-1,1,2,0,1,1,4,18,74,5,-1,-1,5,956,2
2018,2,-1,1,6,0,1,2,0,6,79,1,-1,-1,5,957,1
2018,1,-1,1,1,0,1,1,0,9,70,1,-1,-1,5,958,0
2018,3,-1,1,1,1,1,1,0,12,61,1,-1,-1,8,959,2
2018,2,10,1,3,12,3,1,0,6,49,1,-1,55,1,960,0
2018,1,1,3,3,12,1,1,3,14,38,1,-1,40,1,961,0
2018,3,90,2,5,12,1,2,3,16,25,5,-1,40,1,962,3
2018,2,15,2,1,12,2,1,1,16,36,1,-1,58,1,963,0
2018,3,-1,2,6,0,1,2,3,16,75,2,-1,-1,5,964,1
2018,2,75,2,4,12,1,1,1,13,22,1,-1,55,1,965,1
2018,1,40,2,6,0,1,1,1,14,45,1,-1,40,1,966,0
2018,3,1,2,5,7,3,2,1,14,26,5,-1,21,2,967,2
2018,1,35,2,0,12,2,1,1,14,40,5,-1,40,1,968,0
2018,3,90,1,3,12,2,2,1,12,26,4,-1,42,1,969,1
2018,2,5,3,1,12,3,2,0,11,60,3,-1,40,1,970,5
2018,3,0,3,4,12,1,1,1,16,32,1,-1,25,2,971,3
2018,2,50,2,1,12,1,2,1,13,54,3,-1,30,1,972,0
2018,2,100,3,3,12,1,1,0,12,27,5,-1,35,1,973,3
2018,3,100,2,3,11,2,2,2,14,27,5,-1,40,1,974,2
2018,1,75,2,1,12,1,1,1,12,34,5,-1,45,1,975,0
2018,3,-1,1,4,0,1,2,3,16,37,1,-1,-1,7,976,2
2018,3,87.5,1,4,12,1,1,3,16,41,1,-1,60,1,977,1
2018,2,55,1,4,13,1,2,1,13,32,3,-1,41,1,978,0
2018,1,-1,2,1,0,1,1,4,18,43,5,-1,-1,4,979,0
2018,3,90,2,4,12,1,1,4,18,42,1,-1,50,1,980,3
2018,2,30,1,4,12,1,1,3,17,57,1,-1,54,1,981,1
2018,1,50,2,1,12,1,2,3,16,43,1,-1,35,1,982,0
2018,3,-1,2,5,0,1,1,4,18,41,5,-1,-1,8,983,2
2018,1,-1,1,1,0,3,1,1,13,77,5,-1,-1,5,984,0
2018,2,90,2,1,12,1,1,3,16,46,1,-1,65,1,985,0
2018,1,50,2,5,12,1,2,4,20,50,5,-1,45,1,986,0
2018,1,100,1,5,5,1,1,3,17,25,5,-1,52,1,987,0
2018,2,100,1,5,12,1,2,3,16,37,1,-1,40,1,988,0
2018,3,100,3,6,1,1,2,1,13,60,1,-1,10,2,989,5
2018,2,0,3,5,9,1,1,1,13,57,1,-1,29,2,990,3
2018,1,-1,3,3,0,3,2,1,12,38,1,-1,-1,7,991,0
2018,2,20,3,3,9,1,1,1,14,25,5,-1,8,2,992,0
2018,1,-1,2,0,7,1,1,3,16,34,5,-1,-1,4,993,0
2018,2,-1,2,6,0,1,1,1,13,65,1,-1,-1,5,994,1
2018,1,100,2,3,12,1,2,1,12,34,5,-1,40,1,995,0
2018,3,15,3,7,10,1,2,1,15,34,5,-1,25,2,996,1
2018,3,-1,3,3,0,1,2,1,14,40,5,-1,-1,4,997,4
2018,2,100,2,1,0,1,2,1,15,26,5,-1,54,1,998,0
2018,3,90,2,2,9,1,2,1,13,23,5,-1,36,1,999,4
2018,1,100,2,4,12,1,2,1,12,24,5,-1,40,1,1000,0
2018,2,100,2,7,0,1,2,2,16,28,1,-1,16,2,1001,0
2018,2,-1,2,1,0,1,2,2,15,56,4,-1,-1,7,1002,4
2018,3,-1,2,6,0,1,1,3,16,84,1,-1,-1,5,1003,2
2018,3,100,3,2,9,1,2,3,16,42,3,-1,48,2,1004,3
2018,2,35,2,2,13,3,1,3,20,44,5,-1,50,1,1005,0
2018,2,100,2,9,12,3,1,4,20,51,3,42,-1,3,1006,0
2018,3,100,1,2,12,2,1,3,16,61,3,-1,41,1,1007,1
2018,3,30,2,1,12,1,2,3,16,37,1,50,-1,3,1008,2
2018,2,14,2,5,12,1,1,3,16,39,3,-1,40,1,1009,1
2018,2,100,2,4,13,3,1,4,18,65,4,-1,60,1,1010,0
2018,1,0,3,0,10,1,2,1,14,39,2,-1,25,2,1011,0
2018,3,75,1,5,12,2,2,1,13,26,5,-1,48,1,1012,1
2018,2,70,2,6,12,1,2,3,16,55,1,-1,40,1,1013,0
2018,1,80,2,6,12,1,2,4,16,51,1,-1,45,1,1014,0
2018,2,95,2,1,12,1,2,3,16,50,5,-1,49,1,1015,0
2018,3,20,1,4,12,1,1,2,14,61,1,-1,70,1,1016,2
2018,1,999,1,5,3,1,2,1,13,19,5,-1,99,1,1017,0
2018,2,100,3,0,12,2,2,1,14,42,5,-1,40,1,1018,0
2018,1,90,1,2,12,3,1,1,13,30,1,-1,70,1,1019,0
2018,3,-1,3,0,0,1,2,4,18,60,5,-1,-1,7,1020,5
2018,2,100,2,0,12,2,2,2,13,46,5,-1,45,1,1021,3
2018,2,50,2,1,11,1,2,1,12,35,5,-1,35,1,1022,1
2018,1,-1,1,0,0,2,2,1,12,75,2,-1,-1,5,1023,0
2018,3,-1,2,2,0,1,2,0,10,35,1,-1,-1,5,1024,1
2018,1,20,2,5,13,1,1,3,16,34,1,-1,60,1,1025,0
2018,2,40,1,6,12,1,1,2,14,58,3,-1,40,1,1026,2
2018,1,60,2,6,12,1,1,1,12,55,2,-1,86,1,1027,0
2018,3,-1,3,2,0,1,1,3,16,86,2,-1,-1,5,1028,2
2018,1,100,2,6,12,1,1,1,12,54,5,-1,51,1,1029,0
2018,2,80,2,5,12,1,2,3,16,44,3,-1,40,1,1030,0
2018,1,90,1,4,12,1,1,1,12,55,5,-1,50,1,1031,0
2018,3,-1,2,1,0,1,2,2,14,58,2,-1,-1,7,1032,3
2018,3,0,2,6,12,1,1,1,15,54,3,-1,50,1,1033,1
2018,3,100,3,4,12,1,2,3,16,31,4,-1,30,2,1034,3
2018,1,0,2,4,2,1,1,2,15,51,5,-1,35,1,1035,0
2018,2,0,1,2,12,1,1,0,10,39,5,-1,40,1,1036,0
2018,3,-1,2,1,0,1,2,1,12,86,2,-1,-1,5,1037,1
2018,2,5,2,5,12,1,1,3,16,54,3,-1,40,1,1038,2
2018,1,-1,3,3,0,2,1,1,12,26,5,-1,-1,7,1039,0
2018,1,50,1,2,12,1,2,4,18,37,1,-1,15,1,1040,0
2018,3,95,3,5,13,1,1,3,16,45,3,-1,50,1,1041,3
2018,1,-1,1,1,0,2,2,1,14,70,1,-1,-1,5,1042,0
2018,1,90,2,2,12,3,1,4,20,43,1,-1,50,1,1043,0
2018,2,5,1,3,11,1,1,1,14,23,5,-1,40,1,1044,0
2018,1,75,2,0,12,3,2,3,17,42,5,-1,25,2,1045,0
2018,1,-1,2,2,0,1,2,2,14,86,2,-1,-1,5,1046,0
2018,3,-1,2,6,0,1,2,1,12,72,4,-1,-1,5,1047,2
2018,3,-1,2,1,1,1,2,4,18,55,3,-1,-1,4,1048,2
2018,3,-1,2,1,0,2,1,0,11,69,2,-1,-1,5,1049,4
2018,2,-1,1,0,0,2,2,0,6,89,2,-1,-1,5,1050,0
2018,1,-1,2,0,0,2,1,0,10,68,4,-1,-1,5,1051,0
2018,2,10,1,6,12,1,2,1,12,45,5,-1,7,2,1052,1
2018,1,-1,2,1,13,1,2,1,12,18,5,-1,-1,4,1053,0
2018,2,85,2,0,9,1,1,1,13,22,5,-1,50,1,1054,0
2018,3,-1,2,4,0,1,2,1,12,66,1,-1,-1,5,1055,1
2018,1,-1,3,0,0,1,1,1,13,66,3,-1,-1,5,1056,0
2018,3,100,1,4,9,1,1,0,9,21,5,-1,44,1,1057,1
2018,2,0,2,5,12,1,1,1,12,65,1,-1,40,1,1058,2
2018,1,90,2,7,0,1,1,1,13,29,1,-1,32,2,1059,0
2018,2,0,1,2,3,1,2,1,13,50,1,-1,7,2,1060,0
2018,3,50,3,3,1,1,1,0,11,53,3,-1,20,2,1062,5
2018,1,-1,1,4,0,1,2,1,14,32,1,-1,-1,7,1063,0
2018,2,40,1,6,12,1,2,1,12,47,3,-1,46,1,1064,0
2018,1,100,1,1,11,3,1,1,12,58,1,-1,48,1,1065,0
2018,3,10,2,5,12,1,2,1,15,44,3,-1,72,1,1066,4
2018,2,-1,3,4,0,1,1,0,11,50,3,-1,-1,8,1067,0
2018,3,100,3,4,12,1,1,2,15,51,3,-1,60,1,1068,1
2018,1,25,2,5,12,3,2,1,13,53,2,-1,40,1,1069,0
2018,3,100,3,1,9,2,2,2,14,44,5,-1,50,1,1070,1
2018,2,-1,2,6,0,1,1,1,13,40,5,-1,-1,4,1071,0
2018,2,-1,2,3,0,2,2,0,11,56,5,-1,-1,7,1072,2
2018,2,-1,2,0,1,2,2,1,16,52,3,-1,-1,7,1073,0
2018,1,75,2,0,1,2,2,1,13,65,2,-1,6,2,1074,0
2018,3,100,2,4,12,1,2,1,14,37,1,-1,40,1,1075,3
2018,2,70,1,4,12,1,1,3,16,50,1,-1,45,1,1076,2
2018,2,999,2,5,10,1,2,1,15,27,3,99,-1,3,1077,0
2018,1,90,1,0,12,1,2,3,16,49,1,-1,40,1,1078,0
2018,3,10,2,4,0,1,1,0,8,41,5,-1,48,1,1079,1
2018,1,-1,3,0,0,1,1,2,14,72,1,-1,-1,5,1080,0
2018,3,30,2,3,12,1,1,1,12,42,3,-1,60,1,1081,1
2018,1,7,2,2,12,1,1,1,13,24,5,-1,32,1,1082,0
2018,2,0,1,2,12,3,1,0,9,31,5,-1,6,2,1083,1
2018,3,100,2,3,12,1,2,1,13,33,1,-1,40,1,1084,1
2018,3,5,3,0,9,1,2,1,9,69,3,-1,25,2,1085,1
2018,2,100,2,3,12,1,2,3,16,46,3,-1,75,1,1086,2
2018,1,-1,1,1,0,1,2,1,9,71,1,-1,-1,5,1087,0
2018,3,-1,2,4,0,1,2,1,16,22,5,-1,-1,6,1088,3
2018,2,10,2,6,12,1,1,1,14,53,1,-1,60,1,1089,0
2018,2,99,1,5,12,1,1,4,16,30,1,-1,50,1,1090,1
2018,1,90,1,6,12,1,1,3,16,61,1,-1,45,1,1091,0
2018,3,100,2,5,12,3,1,4,18,39,1,-1,40,1,1092,1
2018,2,95,1,4,0,1,1,3,16,27,1,-1,50,1,1093,0
2018,1,-1,2,4,0,1,1,3,16,71,3,-1,-1,5,1094,0
2018,3,100,1,6,12,1,2,1,12,60,1,-1,40,1,1095,1
2018,3,80,3,2,12,1,1,3,17,47,3,-1,40,1,1096,1
2018,3,80,2,1,12,1,1,1,14,33,1,-1,50,1,1097,3
2018,1,100,2,0,12,1,1,3,17,29,5,-1,40,1,1098,0
2018,1,100,2,9,12,2,2,1,13,60,3,-1,41,1,1099,0
2018,3,-1,2,3,12,2,2,1,13,27,5,-1,-1,7,1100,2
2018,1,-1,3,3,5,1,1,1,9,30,5,-1,-1,4,1101,0
2018,3,100,2,2,2,1,2,0,13,24,5,-1,15,2,1102,3
2018,2,3,2,3,13,1,1,1,12,57,5,-1,1,1,1103,1
2018,1,100,3,4,0,1,1,1,12,19,5,-1,20,2,1104,0
2018,3,100,2,4,12,1,1,1,11,55,5,-1,50,1,1105,2
2018,2,0,2,1,12,2,2,1,12,75,3,-1,32,2,1106,2
2018,1,25,2,2,12,2,1,1,13,50,1,-1,60,1,1107,0
2018,3,0,2,5,11,1,1,2,17,70,1,-1,40,1,1108,1
2018,1,-1,2,1,0,1,1,3,18,65,3,-1,-1,5,1109,0
2018,3,100,2,2,0,1,2,3,16,28,1,-1,40,1,1110,1
2018,1,100,2,1,12,1,2,1,12,57,1,-1,50,1,1111,0
2018,2,-1,2,7,8,1,1,3,18,48,1,-1,-1,7,1112,2
2018,3,998,1,3,0,1,2,1,12,18,5,-1,40,1,1113,5
2018,2,10,2,4,9,1,1,1,15,27,1,-1,40,1,1114,0
2018,1,50,1,7,1,1,1,1,12,41,1,-1,10,2,1115,0
2018,2,-1,2,3,0,1,2,4,18,69,5,-1,-1,5,1116,3
2018,1,65,2,1,11,2,2,1,15,32,5,40,-1,3,1117,0
2018,2,-1,1,3,0,2,2,1,12,21,5,-1,-1,7,1118,0
